desc: I1 cache:         32768 B, 64 B, 8-way associative
desc: D1 cache:         32768 B, 64 B, 8-way associative
desc: LL cache:         16777216 B, 64 B, 16-way associative
cmd: ./stencil_parallel -x 512 -y 512 -o 0 -v 0 -n 100
events: Ir I1mr ILmr Dr D1mr DLmr Dw D1mw DLmw Bc Bcm Bi Bim
fn=mca_coll_basic_init_query
0 2 1 1 1 0 0 0 0 0 0 0 0 0
fn=mca_coll_basic_module_enable
0 107 6 3 36 4 0 25 0 0 12 8 3 2
fn=mca_coll_ftagree_comm_query
0 15 4 2 9 4 0 0 0 0 3 2 0 0
fn=mca_coll_ftagree_init_query
0 5 1 1 3 2 0 0 0 0 1 0 0 0
fn=mca_coll_han_comm_query
0 72 12 4 30 0 0 15 0 0 9 4 0 0
fn=mca_coll_han_component_name_to_id
0 180 3 3 60 0 0 36 0 0 24 7 0 0
fn=mca_coll_han_free_dynamic_rules
0 24 4 4 12 2 0 8 0 0 1 1 0 0
fn=mca_coll_han_init_algorithms
0 765 7 7 104 12 1 147 7 5 157 59 0 0
fn=mca_coll_han_init_dynamic_rules
0 21 3 3 9 1 0 8 0 0 1 1 0 0
fn=mca_coll_han_init_query
0 10 2 2 4 0 0 2 0 0 1 1 0 0
fn=mca_coll_han_is_coll_dynamic_implemented
0 457 0 0 128 0 0 55 0 0 73 15 0 0
fn=mca_coll_han_topo_lvl_to_str
0 352 1 1 48 0 0 0 0 0 80 30 0 0
fn=mca_coll_inter_comm_query
0 12 4 1 6 0 0 0 0 0 3 0 0 0
fn=mca_coll_inter_init_query
0 2 1 1 1 0 0 0 0 0 0 0 0 0
fn=mca_coll_monitoring_component_close
0 5 0 0 1 0 0 1 0 0 0 0 0 0
fn=mca_coll_monitoring_component_init
0 1 1 1 0 0 0 0 0 0 0 0 0 0
fn=mca_coll_monitoring_component_open
0 2 1 1 1 0 0 0 0 0 0 0 0 0
fn=mca_coll_monitoring_component_register
0 2 1 1 1 0 0 0 0 0 0 0 0 0
fn=mca_coll_self_comm_query
0 207 14 6 102 23 0 52 0 0 18 6 3 3
fn=mca_coll_self_init_query
0 2 1 1 1 0 0 0 0 0 0 0 0 0
fn=mca_coll_self_module_enable
0 6 0 0 3 0 0 0 0 0 0 0 0 0
fn=mca_coll_self_reduce_intra
0 126 3 2 27 0 0 21 0 0 12 5 0 0
fn=mca_coll_sm_comm_query
0 72 8 3 30 0 0 15 0 0 9 0 0 0
fn=mca_coll_sm_init_query
0 13 2 2 6 2 0 2 0 0 2 1 0 0
fn=mca_coll_sync_comm_query
0 57 6 2 30 2 0 15 0 0 3 2 0 0
fn=mca_coll_sync_init_query
0 2 1 1 1 0 0 0 0 0 0 0 0 0
fn=mca_comm_cid_context_alloc
0 132 12 6 40 5 1 41 0 0 18 10 2 1
fn=mca_comm_cid_context_construct
0 46 2 1 2 0 0 28 0 0 26 11 0 0
fn=mca_comm_cid_context_destruct
0 14 0 0 6 0 0 4 0 0 0 0 0 0
fn=mca_common_monitoring_finalize
0 11 1 1 6 0 0 3 0 0 1 0 0 0
fn=mca_common_monitoring_init
0 12 2 2 6 2 0 0 0 0 2 2 0 0
fn=mca_common_monitoring_register
0 344 21 21 18 10 1 180 1 1 1 1 0 0
fn=mca_mpool_base_close
0 17 3 3 7 3 1 5 0 0 1 1 0 0
fn=mca_mpool_base_open
0 37 4 3 14 4 0 8 1 1 5 2 1 1
fn=mca_mpool_base_register
0 43 3 3 5 1 0 19 2 1 0 0 0 0
fn=mca_mpool_base_tree_fini
0 47 4 4 17 6 4 5 0 0 6 0 3 3
fn=mca_mpool_base_tree_init
0 95 6 6 30 4 0 24 3 3 11 4 4 4
fn=mca_mpool_default_alloc
0 16 1 1 2 0 0 1 0 0 2 1 0 0
fn=mca_mpool_default_free
0 18 3 1 0 0 0 0 0 0 0 0 0 0
fn=mca_mpool_hugepage_close
0 34 4 3 13 4 4 6 0 0 5 2 1 1
fn=mca_mpool_hugepage_hugepage_constructor
0 4 1 1 1 0 0 2 0 0 0 0 0 0
fn=mca_mpool_hugepage_hugepage_destructor
0 2 0 0 1 0 0 0 0 0 0 0 0 0
fn=mca_mpool_hugepage_open
0 871 14 14 103 2 0 219 2 1 148 17 5 5
fn=mca_mpool_hugepage_register
0 50 4 4 3 1 0 22 2 1 0 0 0 0
fn=mca_osc_monitoring_component_init
0 1 1 1 0 0 0 0 0 0 0 0 0 0
fn=mca_osc_monitoring_component_register
0 2 1 1 1 0 0 0 0 0 0 0 0 0
fn=mca_part_base_open
0 95 5 5 32 10 0 21 4 4 12 4 5 5
fn=mca_part_base_register
0 2 1 1 1 0 0 0 0 0 0 0 0 0
fn=mca_part_base_select
0 267 20 20 118 4 1 86 4 3 64 15 5 5
fn=mca_part_persist_component_init
0 11 1 1 3 0 0 3 0 0 1 0 0 0
fn=mca_part_persist_component_open
0 100 6 6 34 6 1 34 2 1 7 4 2 2
fn=mca_part_persist_component_register
0 51 4 4 5 1 0 20 2 0 0 0 0 0
fn=mca_part_persist_precv_request_construct
0 140 3 3 44 1 0 32 0 0 12 2 4 1
fn=mca_part_persist_progress
0 7440 25 4 3720 20 0 1488 0 0 1240 13 0 0
fn=mca_part_persist_psend_request_construct
0 32 2 2 8 0 0 12 0 0 0 0 0 0
fn=mca_part_persist_request_construct
0 224 2 2 88 3 0 56 8 8 24 3 8 1
fn=mca_patcher_base_patch_construct
0 21 1 1 7 0 0 14 0 0 0 0 0 0
fn=mca_patcher_overwrite_patch_address
0 506 5 5 133 1 0 169 0 0 35 7 14 14
fn=mca_patcher_overwrite_patch_symbol
0 238 3 3 35 7 0 49 1 0 28 4 0 0
fn=mca_patcher_overwrite_query
0 6 1 1 3 0 0 2 0 0 0 0 0 0
fn=mca_patcher_overwrite_register
0 17 2 1 2 0 0 6 1 0 0 0 0 0
fn=mca_pml_base_bsend_detach
0 21 4 4 9 1 0 5 0 0 2 2 0 0
fn=mca_pml_base_bsend_fini
0 47 4 4 16 3 0 6 0 0 7 2 2 2
fn=mca_pml_base_bsend_init
0 72 5 5 23 13 1 15 2 2 10 2 2 2
fn=mca_pml_base_close
0 171 5 5 65 17 2 18 0 0 32 11 3 3
fn=mca_pml_base_finalize
0 5 1 1 2 1 0 0 0 0 1 0 1 1
fn=mca_pml_base_open
0 122 9 8 33 14 0 27 4 2 14 8 5 5
fn=mca_pml_base_pml_selected
0 36 3 2 8 5 0 10 0 0 2 0 0 0
fn=mca_pml_base_register
0 71 5 5 7 2 0 29 3 3 0 0 0 0
fn=mca_pml_base_select
0 702 44 25 233 60 0 149 9 4 137 41 9 8
fn=mca_pml_cm_component_close
0 2 0 0 1 1 0 0 0 0 0 0 0 0
fn=mca_pml_cm_component_open
0 13 1 1 4 1 0 2 0 0 2 1 0 0
fn=mca_pml_cm_component_register
0 51 4 4 5 2 0 20 1 0 0 0 0 0
fn=mca_pml_monitoring_component_open
0 6 1 1 3 2 0 0 0 0 1 0 0 0
fn=mca_pml_ob1_component_close
0 12 1 0 5 3 0 3 0 0 1 0 0 0
fn=mca_pml_ob1_component_fini
0 26 4 4 11 5 0 7 0 0 3 1 2 2
fn=mca_pml_ob1_component_init
0 86 7 6 26 16 0 12 0 0 12 7 1 1
fn=mca_pml_ob1_component_open
0 14 2 2 4 4 0 4 1 0 0 0 0 0
fn=mca_pml_ob1_component_register
0 226 14 14 6 3 0 97 3 3 0 0 0 0
fn=mca_pml_ucx_add_comm
0 6 2 0 3 0 0 0 0 0 0 0 0 0
fn=mca_pml_ucx_add_proc_common
0 76 9 6 19 8 0 20 2 0 7 2 0 0
fn=mca_pml_ucx_add_procs
0 31 5 3 8 2 0 6 0 0 3 1 0 0
fn=mca_pml_ucx_cleanup
0 391 8 7 76 20 0 13 1 0 115 5 4 4
fn=mca_pml_ucx_close
0 14 3 2 6 5 0 3 1 0 2 0 0 0
fn=mca_pml_ucx_completed_request_init
0 17 2 2 3 2 0 10 0 0 0 0 0 0
fn=mca_pml_ucx_component_close
0 9 2 0 2 0 0 3 0 0 1 1 0 0
fn=mca_pml_ucx_component_fini
0 1 1 1 0 0 0 0 0 0 0 0 0 0
fn=mca_pml_ucx_component_init
0 34 4 2 10 3 0 7 1 0 4 2 0 0
fn=mca_pml_ucx_component_open
0 4 2 1 0 0 0 1 0 0 0 0 0 0
fn=mca_pml_ucx_component_register
0 75 6 6 7 3 0 30 3 1 1 1 0 0
fn=mca_pml_ucx_convertor_construct
0 3584 2 2 1280 4 0 640 64 64 384 5 128 1
fn=mca_pml_ucx_convertor_destruct
0 2560 1 1 896 66 0 384 0 0 256 3 128 1
fn=mca_pml_ucx_del_comm
0 6 1 1 3 0 0 0 0 0 0 0 0 0
fn=mca_pml_ucx_del_procs
0 50 4 3 13 6 0 10 0 0 3 0 0 0
fn=mca_pml_ucx_enable
0 54 5 5 10 6 0 22 1 0 1 1 0 0
fn=mca_pml_ucx_init
0 200 17 13 42 16 0 82 9 8 73 17 6 6
fn=mca_pml_ucx_open
0 66 8 7 19 8 1 18 3 0 7 3 0 0
fn=mca_pml_ucx_persisternt_request_construct
0 2048 2 2 256 1 0 1280 0 0 0 0 0 0
fn=mca_pml_ucx_persisternt_request_destruct
0 768 1 1 256 128 0 256 32 0 128 1 0 0
fn=mca_pml_ucx_progress
0 747 13 2 498 14 0 0 0 0 0 0 0 0
fn=mca_pml_ucx_request_cleanup
0 3968 3 1 1152 258 0 768 0 0 512 6 256 256
fn=mca_pml_ucx_request_init
0 6144 4 4 1792 6 0 2048 128 128 512 1 256 256
fn=mca_pml_ucx_send_worker_address_type
0 90 7 4 28 16 0 28 0 0 6 1 0 0
fn=mca_pml_v_component_close
0 6 3 3 3 2 0 0 0 0 1 1 0 0
fn=mca_pml_v_component_open
0 18 2 2 7 1 0 4 0 0 2 1 0 0
fn=mca_pml_v_component_register
0 61 4 4 4 1 0 21 1 1 0 0 0 0
fn=mca_rcache_base_close
0 18 2 2 8 4 1 3 0 0 2 2 0 0
fn=mca_rcache_base_open
0 30 3 3 12 1 0 6 1 0 3 1 1 1
fn=mca_rcache_base_register_mca_variables
0 2 1 1 1 0 0 0 0 0 0 0 0 0
fn=mca_smsc_base_register_default_params
0 31 2 2 5 0 0 10 1 0 0 0 0 0
fn=mca_smsc_base_select
0 58 7 6 21 10 0 14 1 0 7 3 2 2
fn=mca_smsc_cma_component_close
0 2 1 0 1 0 0 0 0 0 0 0 0 0
fn=mca_smsc_cma_component_enable
0 6 1 0 4 2 0 0 0 0 1 1 0 0
fn=mca_smsc_cma_component_open
0 2 0 0 1 0 0 0 0 0 0 0 0 0
fn=mca_smsc_cma_component_query
0 45 4 4 5 2 0 16 0 0 3 1 0 0
fn=mca_smsc_cma_component_register
0 7 2 2 2 1 0 1 0 0 0 0 0 0
fn=mca_smsc_cma_get_user_ns_id
0 11 1 0 2 0 0 1 0 0 1 0 0 0
fn=mca_threads_base_register
0 2 1 1 1 0 0 0 0 0 0 0 0 0
fn=mca_threads_mutex_constructor
0 872 28 1 218 0 0 327 5 4 0 0 0 0
fn=mca_threads_mutex_destructor
0 200 11 0 0 0 0 0 0 0 0 0 0 0
fn=mca_timer_base_register
0 17 2 2 2 0 0 7 0 0 0 0 0 0
fn=mca_vprotocol_base_close
0 9 1 1 3 0 0 0 0 0 1 0 0 0
fn=mca_vprotocol_base_open
0 5 2 1 3 1 0 0 0 0 1 0 0 0
fn=mca_vprotocol_base_set_include_list
0 9 1 1 4 2 0 2 1 1 2 2 0 0
fn=mca_vprotocol_pessimist_component_close
0 2 1 0 1 0 0 0 0 0 0 0 0 0
fn=mca_vprotocol_pessimist_component_register
0 118 8 8 3 1 0 49 1 1 0 0 0 0
fn=memalign
0 4 1 1 1 0 0 0 0 0 1 0 0 0
fn=memchr
0 75 5 2 12 0 0 0 0 0 12 5 0 0
fn=memcpy@@GLIBC_2.14
0 480 28 4 80 19 0 0 0 0 120 31 0 0
fn=memmove
0 168 20 5 28 5 0 0 0 0 42 16 0 0
fn=mempcpy
0 24 3 3 4 0 0 0 0 0 6 3 0 0
fn=memrchr
0 28 2 2 5 0 0 0 0 0 5 2 0 0
fn=memset
0 494 21 3 76 23 0 0 0 0 114 24 0 0
fn=mmap
0 55 34 0 0 0 0 0 0 0 0 0 0 0
fn=mmap_close
0 2 1 1 1 0 0 0 0 0 0 0 0 0
fn=mmap_open
0 2 0 0 1 0 0 0 0 0 0 0 0 0
fn=mmap_register
0 70 5 5 6 4 0 25 3 1 3 1 0 0
fn=mmap_runtime_query
0 7 1 1 4 2 0 2 0 0 0 0 0 0
fn=moddes
0 30 0 0 12 6 5 0 0 0 6 0 6 6
fn=model_callback
0 35 3 3 9 0 0 8 0 0 2 0 1 1
fn=module_constructor
0 2033 2 2 19 0 0 1710 0 0 1634 55 0 0
fn=module_finalize
0 91 8 8 29 10 7 14 0 0 13 5 4 3
fn=module_init
0 62 6 6 20 0 0 19 4 2 6 1 2 2
fn=mprotect
0 564 18 2 94 0 0 0 0 0 94 5 0 0
fn=mremap
0 4 2 0 0 0 0 0 0 0 0 0 0 0
fn=msort_with_tmp.part.0
0 4401 39 12 1349 0 0 824 11 0 484 108 70 6
fn=munge_init
0 49 5 5 13 5 0 15 2 2 5 2 1 1
fn=munmap
0 49 14 0 0 0 0 0 0 0 0 0 0 0
fn=munmap_chunk
0 570 15 2 171 13 0 19 0 0 76 11 0 0
fn=name_stack_maps
0 321 24 3 108 0 0 57 12 10 24 6 0 0
fn=nanosleep
0 60 10 2 10 0 0 10 0 0 5 0 0 0
fn=native_init
0 12 4 4 6 0 0 0 0 0 2 2 0 0
fn=nbc_allreduce_init
0 178 9 7 57 4 0 50 0 0 15 7 0 0
fn=ncon
0 95 6 5 13 2 1 57 7 0 35 9 1 1
fn=ndes
0 37 3 3 13 5 1 9 0 0 4 1 1 1
fn=new_do_write
0 56 5 5 17 1 0 11 0 0 6 5 1 1
fn=new_heap
0 22 4 2 8 2 0 2 0 0 2 0 0 0
fn=newlocale
0 144 10 5 36 2 1 21 0 0 24 11 0 0
fn=next_line
0 219 15 5 60 0 0 54 0 0 21 9 0 0
fn=non_overlap_accelerator_copy_content_same_ddt
0 195 6 3 60 0 0 40 0 0 15 1 0 0
fn=nrand48_r
0 276 2 2 72 0 0 60 0 0 12 4 0 0
fn=nscon
0 492 40 13 117 6 1 177 39 39 54 10 18 14
fn=nsdes
0 378 31 14 114 37 32 33 0 0 66 15 18 3
fn=ompi_attr_copy_all
0 783 14 14 269 20 0 103 0 0 140 24 16 5
fn=ompi_attr_create_keyval
0 496 6 3 140 0 0 127 0 0 29 11 0 0
fn=ompi_attr_create_keyval_impl
0 1045 13 6 338 8 0 296 0 0 113 9 14 2
fn=ompi_attr_create_predefined_keyvals
0 140 9 9 25 2 0 28 0 0 19 8 0 0
fn=ompi_attr_delete
0 144 2 2 48 0 0 24 0 0 16 4 0 0
fn=ompi_attr_delete_impl
0 792 11 11 240 19 0 104 0 0 152 14 8 1
fn=ompi_attr_delete_predefined_keyvals_for_wm
0 51 5 4 10 2 0 8 0 0 0 0 0 0
fn=ompi_attr_free_keyval
0 70 6 6 24 5 0 12 0 0 12 6 1 1
fn=ompi_attr_get_ref
0 105 9 5 41 6 0 21 0 0 15 5 1 1
fn=ompi_attr_put_ref
0 42 4 1 18 7 0 3 0 0 9 2 0 0
fn=ompi_attr_set_fint
0 514 5 5 160 1 0 121 0 0 56 4 8 1
fn=ompi_attr_set_predefined_keyvals_for_wm
0 82 6 6 13 9 0 10 0 0 7 5 0 0
fn=ompi_attribute_keyval_construct
0 98 4 2 14 0 0 70 0 0 0 0 0 0
fn=ompi_attribute_keyval_destruct
0 16 2 1 8 0 0 2 0 0 2 2 0 0
fn=ompi_coll_adapt_comm_query
0 72 9 3 30 2 0 15 0 0 9 4 0 0
fn=ompi_coll_adapt_ibcast_fini
0 12 3 3 6 2 1 3 0 0 1 1 0 0
fn=ompi_coll_adapt_ibcast_register
0 78 6 6 4 0 0 32 1 1 1 1 0 0
fn=ompi_coll_adapt_init_query
0 2 1 1 1 0 0 0 0 0 0 0 0 0
fn=ompi_coll_adapt_ireduce_fini
0 12 3 3 6 1 1 3 0 0 1 1 0 0
fn=ompi_coll_adapt_ireduce_register
0 120 9 9 4 1 0 50 1 0 1 1 0 0
fn=ompi_coll_libnbc_iallreduce
0 51 4 2 15 0 0 18 0 0 6 3 0 0
fn=ompi_coll_tuned_allgather_intra_check_forced_init
0 109 9 8 18 1 0 40 0 0 3 0 0 0
fn=ompi_coll_tuned_allgatherv_intra_check_forced_init
0 110 8 8 18 1 0 40 0 0 3 0 0 0
fn=ompi_coll_tuned_allreduce_intra_check_forced_init
0 110 9 9 18 3 0 40 3 3 3 1 0 0
fn=ompi_coll_tuned_alltoall_intra_check_forced_init
0 153 11 11 22 4 0 56 1 1 5 3 0 0
fn=ompi_coll_tuned_alltoallv_intra_check_forced_init
0 59 5 5 13 0 0 18 1 0 2 1 0 0
fn=ompi_coll_tuned_barrier_intra_check_forced_init
0 59 5 5 13 0 0 18 0 0 2 1 0 0
fn=ompi_coll_tuned_bcast_intra_check_forced_init
0 124 9 9 18 2 0 46 3 2 3 1 0 0
fn=ompi_coll_tuned_comm_query
0 45 4 2 21 0 0 12 0 0 6 4 0 0
fn=ompi_coll_tuned_exscan_intra_check_forced_init
0 59 5 5 13 0 0 18 0 0 2 1 0 0
fn=ompi_coll_tuned_gather_intra_check_forced_init
0 110 8 8 18 0 0 40 2 0 3 1 0 0
fn=ompi_coll_tuned_init_query
0 2 1 1 1 0 0 0 0 0 0 0 0 0
fn=ompi_coll_tuned_reduce_intra_check_forced_init
0 130 10 10 19 1 0 47 2 2 5 2 0 0
fn=ompi_coll_tuned_reduce_scatter_block_intra_check_forced_init
0 93 9 7 16 0 0 33 2 1 3 0 0 0
fn=ompi_coll_tuned_reduce_scatter_intra_check_forced_init
0 110 8 8 18 1 0 40 1 0 3 2 0 0
fn=ompi_coll_tuned_scan_intra_check_forced_init
0 59 5 5 13 0 0 18 1 0 2 1 0 0
fn=ompi_coll_tuned_scatter_intra_check_forced_init
0 158 11 11 22 5 0 60 0 0 3 1 0 0
fn=ompi_comm_activate
0 22 3 2 9 0 0 6 0 0 2 0 0 0
fn=ompi_comm_activate_nb
0 66 3 3 21 1 0 17 0 0 5 3 2 2
fn=ompi_comm_activate_nb_complete
0 28 3 3 13 0 0 5 0 0 3 0 0 0
fn=ompi_comm_allreduce_getnextcid
0 78 6 6 29 4 0 13 0 0 9 5 1 1
fn=ompi_comm_allreduce_intra_nb
0 33 3 2 18 6 0 9 0 0 0 0 3 1
fn=ompi_comm_assert_subscribe
0 22 3 3 2 2 2 0 0 0 2 1 2 2
fn=ompi_comm_checkcid
0 60 7 7 21 1 0 10 0 0 7 2 1 1
fn=ompi_comm_cid_init
0 2 1 1 1 0 0 0 0 0 0 0 0 0
fn=ompi_comm_construct
0 259 30 8 70 18 0 112 12 5 21 5 4 4
fn=ompi_comm_destruct
0 533 15 15 209 37 0 74 0 0 107 29 9 3
fn=ompi_comm_dup
0 3 1 1 0 0 0 0 0 0 0 0 0 0
fn=ompi_comm_dup_with_info
0 97 10 8 23 2 0 24 2 0 5 4 0 0
fn=ompi_comm_failure_detector_register_params
0 88 6 6 5 1 0 38 0 0 1 0 0 0
fn=ompi_comm_failure_propagator_register_params
0 18 2 2 1 0 0 7 0 0 0 0 0 0
fn=ompi_comm_finalize
0 401 13 13 138 18 0 26 0 0 81 12 12 12
fn=ompi_comm_init
0 218 16 16 56 19 0 50 4 1 24 10 5 5
fn=ompi_comm_init_mpi3
0 249 22 21 79 22 1 66 3 2 21 9 5 5
fn=ompi_comm_nextcid
0 22 2 2 9 2 0 6 0 0 2 1 0 0
fn=ompi_comm_nextcid_check_flag
0 54 5 5 26 0 0 12 0 0 5 1 0 0
fn=ompi_comm_nextcid_nb
0 57 4 3 17 3 0 16 0 0 4 3 0 0
fn=ompi_comm_print_cid
0 60 3 3 16 2 0 12 0 0 2 2 0 0
fn=ompi_comm_rbcast_register_params
0 18 3 2 1 0 0 7 0 0 0 0 0 0
fn=ompi_comm_request_construct
0 280 4 4 88 2 1 72 3 0 24 5 8 0
fn=ompi_comm_request_destruct
0 152 2 0 56 8 0 24 0 0 16 2 8 1
fn=ompi_comm_request_fini
0 58 4 3 19 9 0 8 0 0 8 3 3 2
fn=ompi_comm_request_get
0 51 6 5 14 2 0 18 0 0 5 4 0 0
fn=ompi_comm_request_init
0 87 6 6 27 8 0 24 3 1 10 4 4 4
fn=ompi_comm_request_progress
0 530 24 14 182 1 0 111 0 0 74 20 11 6
fn=ompi_comm_request_return
0 112 7 4 42 3 0 24 0 0 18 7 2 1
fn=ompi_comm_request_schedule_append
0 8 1 1 0 0 0 0 0 0 0 0 0 0
fn=ompi_comm_request_schedule_append_w_flags
0 266 6 4 79 3 0 80 0 0 27 13 4 1
fn=ompi_comm_request_start
0 62 4 2 16 3 0 26 0 0 2 2 0 0
fn=ompi_comm_set
0 19 2 2 8 0 0 8 0 0 2 1 0 0
fn=ompi_comm_set_active_poll
0 17 1 0 3 0 0 3 0 0 1 0 0 0
fn=ompi_comm_set_lazy_barrier
0 14 2 2 3 0 0 3 0 0 1 1 0 0
fn=ompi_comm_set_nb
0 182 16 16 56 5 0 42 0 0 28 13 3 3
fn=ompi_datatype_create
0 508 3 3 143 3 1 100 0 0 55 6 22 22
fn=ompi_datatype_create_contiguous
0 186 3 3 54 13 0 42 0 0 12 6 0 0
fn=ompi_datatype_create_struct
0 780 12 12 265 6 0 140 0 0 50 15 0 0
fn=ompi_datatype_default_convertors_fini
0 53 5 5 22 6 0 8 0 0 8 4 1 1
fn=ompi_datatype_default_convertors_init
0 16 2 2 7 3 0 4 1 0 0 0 0 0
fn=ompi_datatype_finalize
0 21 2 1 7 2 0 4 0 0 2 0 1 1
fn=ompi_datatype_init
0 3422 141 141 1317 150 2 637 114 70 451 67 23 23
fn=ompi_datatype_sndrcv
0 76 6 6 18 0 0 18 0 0 8 5 0 0
fn=ompi_dpm_dyn_finalize
0 6 2 2 3 1 0 0 0 0 1 0 0 0
fn=ompi_dpm_dyn_init
0 18 2 2 5 0 0 6 0 0 1 1 0 0
fn=ompi_dpm_init
0 10 2 2 1 0 0 2 0 0 0 0 0 0
fn=ompi_dpm_mark_dyncomm
0 41 5 4 14 2 0 0 0 0 11 5 0 0
fn=ompi_errcode_intern_construct
0 207 1 1 46 0 0 138 12 12 0 0 0 0
fn=ompi_errcode_intern_destruct
0 92 1 1 46 1 0 0 0 0 0 0 0 0
fn=ompi_errcode_intern_finalize
0 319 18 18 100 26 25 26 0 0 48 10 24 24
fn=ompi_errcode_intern_init
0 696 56 56 177 11 3 174 25 24 73 26 24 24
fn=ompi_errhandler_construct
0 72 2 2 12 0 0 44 8 8 0 0 0 0
fn=ompi_errhandler_destruct
0 87 2 2 39 7 5 15 0 0 12 5 0 0
fn=ompi_errhandler_finalize
0 64 4 4 24 8 4 7 0 0 8 1 4 3
fn=ompi_errhandler_init
0 184 15 15 59 21 0 50 5 5 21 3 5 5
fn=ompi_file_finalize
0 301 6 6 114 7 0 11 0 0 71 9 3 2
fn=ompi_file_init
0 83 6 6 26 5 0 18 2 1 9 3 3 2
fn=ompi_group_allocate
0 23 2 2 4 0 0 5 0 0 2 0 0 0
fn=ompi_group_allocate_plist_w_procs
0 51 4 4 16 3 0 14 0 0 6 4 1 1
fn=ompi_group_construct
0 50 3 1 15 2 0 25 0 0 0 0 0 0
fn=ompi_group_decrement_proc_count
0 84 4 3 32 3 0 10 0 0 15 10 0 0
fn=ompi_group_destruct
0 207 8 4 80 7 0 32 0 0 40 13 0 0
fn=ompi_group_finalize
0 81 5 5 31 11 0 12 0 0 11 5 4 4
fn=ompi_group_from_pset
0 156 14 10 40 9 0 37 0 0 16 6 1 1
fn=ompi_group_increment_proc_count
0 15 1 1 4 0 0 0 0 0 3 1 0 0
fn=ompi_group_init
0 115 9 9 39 7 0 28 4 4 14 4 4 4
fn=ompi_hook_base_close
0 43 4 4 16 3 0 9 0 0 5 2 1 1
fn=ompi_hook_base_mpi_finalize_bottom
0 19 3 3 8 4 1 2 0 0 4 4 0 0
fn=ompi_hook_base_mpi_finalize_top
0 30 3 3 12 7 0 3 0 0 6 2 1 1
fn=ompi_hook_base_mpi_init_bottom
0 50 5 5 17 5 0 8 0 0 5 2 1 1
fn=ompi_hook_base_mpi_init_thread_bottom
0 44 5 5 16 0 0 6 0 0 5 1 0 0
fn=ompi_hook_base_mpi_init_thread_top
0 31 4 4 12 4 2 6 0 0 4 3 0 0
fn=ompi_hook_base_mpi_init_top
0 31 4 4 12 1 0 6 0 0 4 3 0 0
fn=ompi_hook_base_mpi_init_top_post_opal
0 44 5 5 16 6 0 6 0 0 5 0 0 0
fn=ompi_hook_base_open
0 60 5 5 19 5 0 12 0 0 9 3 1 1
fn=ompi_hook_base_register
0 2 1 0 1 0 0 0 0 0 0 0 0 0
fn=ompi_hook_comm_method_component_close
0 2 1 1 1 0 0 0 0 0 0 0 0 0
fn=ompi_hook_comm_method_component_open
0 2 0 0 1 0 0 0 0 0 0 0 0 0
fn=ompi_hook_comm_method_component_register
0 125 10 10 26 9 0 41 2 0 5 3 0 0
fn=ompi_hook_comm_method_mpi_finalize_top
0 4 1 0 3 1 0 0 0 0 1 0 0 0
fn=ompi_hook_comm_method_mpi_init_bottom
0 4 1 1 3 0 0 0 0 0 1 1 0 0
fn=ompi_init_preconnect_mpi
0 40 4 4 13 4 0 9 0 0 4 0 0 0
fn=ompi_initial_errhandler_init
0 26 4 4 9 2 0 8 0 0 2 2 0 0
fn=ompi_instance_construct
0 68 6 6 24 5 0 24 3 3 6 4 2 2
fn=ompi_instance_destruct
0 40 4 0 14 6 1 6 0 0 4 2 2 2
fn=ompi_interlib_declare
0 148 13 11 26 8 0 34 1 0 11 6 2 2
fn=ompi_message_constructor
0 45 1 1 9 0 0 27 8 1 0 0 0 0
fn=ompi_message_finalize
0 47 3 2 18 10 0 5 0 0 6 0 3 3
fn=ompi_message_init
0 112 7 7 31 4 0 32 5 5 12 7 5 5
fn=ompi_mpi_errcode_construct
0 3520 2 2 160 1 1 2720 280 280 2560 140 0 0
fn=ompi_mpi_errcode_destruct
0 480 1 0 160 0 0 0 0 0 80 1 0 0
fn=ompi_mpi_errcode_finalize
0 1085 64 64 338 88 71 91 0 0 163 5 81 33
fn=ompi_mpi_errcode_init
0 2225 166 166 501 17 10 496 80 80 245 18 81 5
fn=ompi_mpi_finalize
0 71 7 7 25 13 0 14 0 0 11 4 0 0
fn=ompi_mpi_init
0 202 24 19 45 27 2 38 0 0 26 12 2 2
fn=ompi_mpi_instance_cleanup_pml
0 16 3 1 5 2 0 5 0 0 0 0 1 1
fn=ompi_mpi_instance_finalize
0 56 4 3 20 8 1 12 1 0 7 4 2 2
fn=ompi_mpi_instance_finalize_common
0 329 27 23 80 39 5 51 1 0 54 15 8 7
fn=ompi_mpi_instance_init
0 121 9 9 33 9 1 26 1 1 16 4 4 4
fn=ompi_mpi_instance_init_common
0 658 77 52 127 65 3 128 12 5 102 55 12 11
fn=ompi_mpi_instance_release
0 51 5 2 14 4 0 14 0 0 5 4 2 2
fn=ompi_mpi_instance_retain
0 171 14 11 42 19 1 41 5 2 20 10 5 5
fn=ompi_mpi_register_params
0 453 28 28 36 21 0 186 5 1 13 5 0 0
fn=ompi_mpi_thread_level
0 22 1 1 9 4 0 8 0 0 1 1 0 0
fn=ompi_mpiext_fini
0 8 2 1 4 2 0 1 0 0 1 1 0 0
fn=ompi_mpiext_init
0 12 2 2 4 2 0 2 0 0 1 0 0 0
fn=ompi_mpiinfo_finalize
0 307 7 7 97 10 6 14 0 0 81 9 7 7
fn=ompi_mpiinfo_init
